titulo,preco,bairro,area,quartos,banheiros,vagas,finalidade,fonte,link
CONDOMÍNIO ELEVATTO DA JOTANUNES!,236400.0,Antonio Cassimiro,42.0,2,1,1,venda,OLX,https://pe.olx.com.br/regiao-de-petrolina-e-garanhuns/imoveis/condominio-elevatto-da-jotanunes-1463281520
REPASSE - APARTAMENTO PARA VENDA 2 QUARTOS - CONDOMINIO VALE DOS COQUEIROS,280000.0,Cohab Sao Francisco,55.0,2,1,1,venda,OLX,https://pe.olx.com.br/regiao-de-petrolina-e-garanhuns/imoveis/repasse-apartamento-para-venda-2-quartos-condominio-vale-dos-coqueiros-1462997974
"Casa à venda no Con. Summerville 3 quartos, sendo 01 suíte, closet e banheira",2700000.0,,330.0,2,2,,venda,OLX,https://pe.olx.com.br/regiao-de-petrolina-e-garanhuns/imoveis/casa-a-venda-no-con-summerville-3-quartos-sendo-01-suite-closet-e-banheira-1462974780
"Casa à venda no Cond Alphaville Petrolina, 4 suítes, Closets, Gourmet, Piscina",2400000.0,Boa Esperanca,290.0,4,5,,venda,OLX,https://pe.olx.com.br/regiao-de-petrolina-e-garanhuns/imoveis/casa-a-venda-no-cond-alphaville-petrolina-4-suites-closets-gourmet-piscina-1316789486
"Casa à venda no Sol Nascente Etapas, 4 quartos, piscina, planejados, Petrolina",2500000.0,Cidade Universitaria,380.0,1,3,,venda,OLX,https://pe.olx.com.br/regiao-de-petrolina-e-garanhuns/imoveis/casa-a-venda-no-sol-nascente-etapas-4-quartos-piscina-planejados-petrolina-1445721735
"Casa à venda no Con. Eco Spa , 4 suítes, gourmet, piscina, Petrolina-PE",2190000.0,Carneiro,570.0,4,4,4,venda,OLX,https://pe.olx.com.br/regiao-de-petrolina-e-garanhuns/imoveis/casa-a-venda-no-con-eco-spa-4-suites-gourmet-piscina-petrolina-pe-1460647483
"Casa à venda no Caminho do Sol, 3 quartos, Planejados, Petrolina-PE",520000.0,Caminho Do Sol,130.0,2,2,,venda,OLX,https://pe.olx.com.br/regiao-de-petrolina-e-garanhuns/imoveis/casa-a-venda-no-caminho-do-sol-3-quartos-planejados-petrolina-pe-1460314700
"Casa à venda, Cond. Portal das Águas, 3 suítes com closet, piscina, Petrolina",3400000.0,Centro,450.0,3,3,3,venda,OLX,https://pe.olx.com.br/regiao-de-petrolina-e-garanhuns/imoveis/casa-a-venda-cond-portal-das-aguas-3-suites-com-closet-piscina-petrolina-1316791532
"Casa à venda no Alphaville com 4 suítes, gourmet, piscina, PETROLINA - PE",2390000.0,Boa Esperanca,240.0,4,4,,venda,OLX,https://pe.olx.com.br/regiao-de-petrolina-e-garanhuns/imoveis/casa-a-venda-no-alphaville-com-4-suites-gourmet-piscina-petrolina-pe-1459856765
Imóvel para venda possui 165 metros quadrados com 3 quartos em Boa Vista - Recife - PE,850000.0,Topazio,165.0,3,4,2,venda,OLX,https://pe.olx.com.br/regiao-de-petrolina-e-garanhuns/imoveis/imovel-para-venda-possui-165-metros-quadrados-com-3-quartos-em-boa-vista-recife-pe-1459554112
Apartamento à venda com três quartos na orla de Petrolina,1450000.0,Centro,138.0,2,3,2,venda,OLX,https://pe.olx.com.br/regiao-de-petrolina-e-garanhuns/imoveis/apartamento-a-venda-com-tres-quartos-na-orla-de-petrolina-1459030278
Imóvel para venda possui 80 metros quadrados com 2 quartos em Jardim São Paulo - Petrolina,270000.0,Jardim Sao Paulo,80.0,2,1,1,venda,OLX,https://pe.olx.com.br/regiao-de-petrolina-e-garanhuns/imoveis/imovel-para-venda-possui-80-metros-quadrados-com-2-quartos-em-jardim-sao-paulo-petrolina-1458728440
 Apartamento à venda com 2 quartos na Avenida da integração Petrolina,590000.0,Vila Eduardo,64.0,2,1,1,venda,OLX,https://pe.olx.com.br/regiao-de-petrolina-e-garanhuns/imoveis/apartamento-a-venda-com-2-quartos-na-avenida-da-integracao-petrolina-1458293742
"Casa à venda no Sol Nascente Orla com 4 suítes, gourmet, piscina, PETROLINA",1800000.0,Fernando Idalino,232.0,2,4,,venda,OLX,https://pe.olx.com.br/regiao-de-petrolina-e-garanhuns/imoveis/casa-a-venda-no-sol-nascente-orla-com-4-suites-gourmet-piscina-petrolina-1409892136
"Apartamento à venda no Edf. Chateau Lafite, Orla, O3 quartos, PETROLINA - PE",1550000.0,Sao Jose,135.0,2,2,,venda,OLX,https://pe.olx.com.br/regiao-de-petrolina-e-garanhuns/imoveis/apartamento-a-venda-no-edf-chateau-lafite-orla-o3-quartos-petrolina-pe-1416835374
"Casa à venda no Buona Vita com 4 suítes, gourmet, 2 pavimentos, PETROLINA - PE",1300000.0,Loteamento Recife,200.0,4,3,,venda,OLX,https://pe.olx.com.br/regiao-de-petrolina-e-garanhuns/imoveis/casa-a-venda-no-buona-vita-com-4-suites-gourmet-2-pavimentos-petrolina-pe-1419848749
APARTAMENTO PARA VENDA 04 QUARTOS - CAMINHO DO SOL,495000.0,Caminho Do Sol,163.0,2,2,2,venda,OLX,https://pe.olx.com.br/regiao-de-petrolina-e-garanhuns/imoveis/apartamento-para-venda-04-quartos-caminho-do-sol-1457956726
"Cobertura à venda no Edifício, Centro de Petrolina, 3 quartos, gourmet",1100000.0,Centro,200.0,2,2,,venda,OLX,https://pe.olx.com.br/regiao-de-petrolina-e-garanhuns/imoveis/cobertura-a-venda-no-edificio-centro-de-petrolina-3-quartos-gourmet-1457784132
Casa com 3 quartos à venda no bairro Dom Avelar em Petrolina,260000.0,Dom Avelar,100.0,3,2,1,venda,OLX,https://pe.olx.com.br/regiao-de-petrolina-e-garanhuns/imoveis/casa-com-3-quartos-a-venda-no-bairro-dom-avelar-em-petrolina-1457703157
"Apartamento à venda no Ed Monte Olimpo, 2 quartos, Petrolina-PE",560000.0,Centro,70.0,2,2,,venda,OLX,https://pe.olx.com.br/regiao-de-petrolina-e-garanhuns/imoveis/apartamento-a-venda-no-ed-monte-olimpo-2-quartos-petrolina-pe-1457348690
Imóvel para venda com 130 metros quadrados com 3 quartos em Centro - Petrolina - PE,520000.0,Centro,130.0,3,2,1,venda,OLX,https://pe.olx.com.br/regiao-de-petrolina-e-garanhuns/imoveis/imovel-para-venda-com-130-metros-quadrados-com-3-quartos-em-centro-petrolina-pe-1457297812
Casa à venda na Cohab São Francisco,445000.0,Cohab Sao Francisco,137.0,3,4,2,venda,OLX,https://pe.olx.com.br/regiao-de-petrolina-e-garanhuns/imoveis/casa-a-venda-na-cohab-sao-francisco-1457161010
Apartamento à venda com três quartos no bairro São José em Petrolina,895000.0,Vila Eduardo,150.0,3,2,1,venda,OLX,https://pe.olx.com.br/regiao-de-petrolina-e-garanhuns/imoveis/apartamento-a-venda-com-tres-quartos-no-bairro-sao-jose-em-petrolina-1456301315
Casa à venda no Condomínio Colinas Bella Vista,1185000.0,Boa Esperanca,189.0,4,5,3,venda,OLX,https://pe.olx.com.br/regiao-de-petrolina-e-garanhuns/imoveis/casa-a-venda-no-condominio-colinas-bella-vista-1455666490
Ouro Preto (Loteamento Alto Grande),230000.0,Ouro Preto,70.0,3,2,1,venda,OLX,https://pe.olx.com.br/regiao-de-petrolina-e-garanhuns/imoveis/ouro-preto-loteamento-alto-grande-1455265586
"Casa à venda, orla, 6 quartos, sendo 2 suítes, piscina com cascata, gourmet",4200000.0,Centro,370.0,4,4,,venda,OLX,https://pe.olx.com.br/regiao-de-petrolina-e-garanhuns/imoveis/casa-a-venda-orla-6-quartos-sendo-2-suites-piscina-com-cascata-gourmet-1316791569
"Casa, Cod. Sol Nascente Etapas com 5 4, sendo 03 suítes, 02 com closet",2100000.0,Cidade Universitaria,260.0,2,4,,venda,OLX,https://pe.olx.com.br/regiao-de-petrolina-e-garanhuns/imoveis/casa-cod-sol-nascente-etapas-com-5-4-sendo-03-suites-02-com-closet-1316788746
CASA PARA VENDA 03 QUARTOS- COLINAS DO RIO - COM PISCINA,600000.0,Cohab Sao Francisco,200.0,2,1,,venda,OLX,https://pe.olx.com.br/regiao-de-petrolina-e-garanhuns/imoveis/casa-para-venda-03-quartos-colinas-do-rio-com-piscina-1454048053
Edifício Saint Michele,1000000.0,Centro,84.0,3,2,1,venda,OLX,https://pe.olx.com.br/regiao-de-petrolina-e-garanhuns/imoveis/edificio-saint-michele-1453877736
Edifício Monte Sinai,650000.0,Atras Da Banca,115.0,3,2,2,venda,OLX,https://pe.olx.com.br/regiao-de-petrolina-e-garanhuns/imoveis/edificio-monte-sinai-1453868262
Edifício Saint Michele,895000.0,Centro,84.0,3,2,1,venda,OLX,https://pe.olx.com.br/regiao-de-petrolina-e-garanhuns/imoveis/edificio-saint-michele-1453868232
Apartamento amplo e sofisticado à venda na orla de Petrolina no Ed. Chateau Lafite,1450000.0,Centro,134.0,3,3,2,venda,OLX,https://pe.olx.com.br/regiao-de-petrolina-e-garanhuns/imoveis/apartamento-amplo-e-sofisticado-a-venda-na-orla-de-petrolina-no-ed-chateau-lafite-1453316835
"Luxo e Sofisticação, casa de alto padrão no condomínio Summerville | Venda",2050000.0,Fernando Idalino,250.0,3,5,2,venda,OLX,https://pe.olx.com.br/regiao-de-petrolina-e-garanhuns/imoveis/luxo-e-sofisticacao-casa-de-alto-padrao-no-condominio-summerville-venda-1453316834
Condomínio Sol Nacente II,1700000.0,Vila Eduardo,289.0,4,5,2,venda,OLX,https://pe.olx.com.br/regiao-de-petrolina-e-garanhuns/imoveis/condominio-sol-nacente-ii-1453185935
Imóvel para venda com 148 metros quadrados com 3 quartos em Topázio - Petrolina - PE,730000.0,Topazio,148.0,3,4,2,venda,OLX,https://pe.olx.com.br/regiao-de-petrolina-e-garanhuns/imoveis/imovel-para-venda-com-148-metros-quadrados-com-3-quartos-em-topazio-petrolina-pe-1452471095
"Casa luxuosa no Condomínio Eco Spa, Petrolina/PE",2190000.0,Carneiro,257.0,4,4,5,venda,OLX,https://pe.olx.com.br/regiao-de-petrolina-e-garanhuns/imoveis/casa-luxuosa-no-condominio-eco-spa-petrolina-pe-1451943541
Imóvel para venda tem 75 metros quadrados com 3 quartos em Centro - Petrolina - PE,380000.0,Centro,75.0,3,2,1,venda,OLX,https://pe.olx.com.br/regiao-de-petrolina-e-garanhuns/imoveis/imovel-para-venda-tem-75-metros-quadrados-com-3-quartos-em-centro-petrolina-pe-1451736569
Casa à venda no Bairro Padre José de Castro  Petrolina PE,420000.0,Loteamento Recife,120.0,3,2,4,venda,OLX,https://pe.olx.com.br/regiao-de-petrolina-e-garanhuns/imoveis/casa-a-venda-no-bairro-padre-jose-de-castro-petrolina-pe-1451734894
"Casa, Cond. Água Viva, Piscina, Gourmet com churrasqueira, 4 4, sendo 2 suítes",1990000.0,Pedra Do Bode,220.0,2,3,,venda,OLX,https://pe.olx.com.br/regiao-de-petrolina-e-garanhuns/imoveis/casa-cond-agua-viva-piscina-gourmet-com-churrasqueira-4-4-sendo-2-suites-1316788903
"Casa, Condominio Água Viva, 3/4 sendo 02 suítes, Terreno 15x30",2100000.0,Centro,200.0,3,3,2,venda,OLX,https://pe.olx.com.br/regiao-de-petrolina-e-garanhuns/imoveis/casa-condominio-agua-viva-3-4-sendo-02-suites-terreno-15x30-1316788695
"Mansão Connecte no Alphaville | Modernidade, Amplitude e Conforto Total",2970000.0,Boa Esperanca,319.0,5,5,2,venda,OLX,https://pe.olx.com.br/regiao-de-petrolina-e-garanhuns/imoveis/mansao-connecte-no-alphaville-modernidade-amplitude-e-conforto-total-1451616036
Edidício Premium Residence,570000.0,Sao Jose,10.0,2,1,2,venda,OLX,https://pe.olx.com.br/regiao-de-petrolina-e-garanhuns/imoveis/edidicio-premium-residence-1451509881
Padre Cícero,400000.0,Dom Avelar,120.0,3,2,1,venda,OLX,https://pe.olx.com.br/regiao-de-petrolina-e-garanhuns/imoveis/padre-cicero-1451509497
Casa com 5 quartos a venda com Localização privilegiada na Vila Eduardo,700000.0,Vila Eduardo,200.0,5,3,2,venda,OLX,https://pe.olx.com.br/regiao-de-petrolina-e-garanhuns/imoveis/casa-com-5-quartos-a-venda-com-localizacao-privilegiada-na-vila-eduardo-1451327399
CASA À VENDA | 4 suítes | 3 c/ closet | 5 bwc I 3 vagas | Cond Colinas Bella Vista,1185000.0,Centro,189.0,4,5,3,venda,OLX,https://pe.olx.com.br/regiao-de-petrolina-e-garanhuns/imoveis/casa-venda-4-suites-3-c-closet-5-bwc-i-3-vagas-cond-colinas-bella-vista-1451263846
CASA À VENDA | 03 suítes | 02 vagas | Cond Colinas Bella Vista,1100000.0,Centro,171.0,3,4,2,venda,OLX,https://pe.olx.com.br/regiao-de-petrolina-e-garanhuns/imoveis/casa-venda-03-suites-02-vagas-cond-colinas-bella-vista-1451262040
Casa à venda no bairro Dom Avelar - Petrolina/BA,230000.0,Centro,100.0,3,2,2,venda,OLX,https://pe.olx.com.br/regiao-de-petrolina-e-garanhuns/imoveis/casa-a-venda-no-bairro-dom-avelar-petrolina-ba-1449850941
Casa com 03 suítes à Venda no Bairro Colinas do Rio,650000.0,Cohab Sao Francisco,200.0,3,3,2,venda,OLX,https://pe.olx.com.br/regiao-de-petrolina-e-garanhuns/imoveis/casa-com-03-suites-a-venda-no-bairro-colinas-do-rio-1449844874
Padre Cicero,600000.0,Dom Avelar,240.0,4,4,4,venda,OLX,https://pe.olx.com.br/regiao-de-petrolina-e-garanhuns/imoveis/padre-cicero-1449279623
"Casa à venda no Bairro Padre José de Castro, 03 suítes, piscina, Petrolina-PE",610000.0,Loteamento Recife,143.0,3,3,,venda,OLX,https://pe.olx.com.br/regiao-de-petrolina-e-garanhuns/imoveis/casa-a-venda-no-bairro-padre-jose-de-castro-03-suites-piscina-petrolina-pe-1449152691
"Duplex à venda no KM2 com 3 quartos, sendo 01 suíte, Área gourmet, Petrolina-PE",470000.0,Km-2,100.0,2,2,,venda,OLX,https://pe.olx.com.br/regiao-de-petrolina-e-garanhuns/imoveis/duplex-a-venda-no-km2-com-3-quartos-sendo-01-suite-area-gourmet-petrolina-pe-1449152639
CASA AMPLA PARA VENDA NO BAIRRO COHAB MASSANGANO - PETROLINA/PE,580000.0,Cohab Massangano,200.0,2,1,2,venda,OLX,https://pe.olx.com.br/regiao-de-petrolina-e-garanhuns/imoveis/casa-ampla-para-venda-no-bairro-cohab-massangano-petrolina-pe-1448507311
"Apartamento no Edifício Rio Paracatu, no centro de Petrolina, localizado no 1º andar, com ",600000.0,Centro,116.0,3,3,1,venda,OLX,https://pe.olx.com.br/regiao-de-petrolina-e-garanhuns/imoveis/apartamento-no-edificio-rio-paracatu-no-centro-de-petrolina-localizado-no-1-andar-com-1448146932
"Apartamento Edifício Chateau Du Souzy, Orla Petrolina",2200000.0,Centro,186.0,3,4,2,venda,OLX,https://pe.olx.com.br/regiao-de-petrolina-e-garanhuns/imoveis/apartamento-edificio-chateau-du-souzy-orla-petrolina-1447986235
"Apartamento disponível para venda, Edifício Palmeira Imperial, Orla de Petrolina",4500000.0,Vila Eduardo,300.0,4,5,4,venda,OLX,https://pe.olx.com.br/regiao-de-petrolina-e-garanhuns/imoveis/apartamento-disponivel-para-venda-edificio-palmeira-imperial-orla-de-petrolina-1447986153
"Apartamento Cobertura, Orla de Petrolina",6200000.0,Centro,428.0,4,5,4,venda,OLX,https://pe.olx.com.br/regiao-de-petrolina-e-garanhuns/imoveis/apartamento-cobertura-orla-de-petrolina-1447986154
"Casa no Parque Massangano com piscina, 3 quartos (sendo 1 suíte) e espaço ideal para ponto",600000.0,Cohab Massangano,200.0,2,1,1,venda,OLX,https://pe.olx.com.br/regiao-de-petrolina-e-garanhuns/imoveis/casa-no-parque-massangano-com-piscina-3-quartos-sendo-1-suite-e-espaco-ideal-para-ponto-1447744226
Padre José de Castro,225000.0,Loteamento Recife,68.0,3,1,1,venda,OLX,https://pe.olx.com.br/regiao-de-petrolina-e-garanhuns/imoveis/padre-jose-de-castro-1446915029
Casa no Portal da Cidade (Loteamento Assenco),350000.0,Portal Da Cidade,285.0,3,2,1,venda,OLX,https://pe.olx.com.br/regiao-de-petrolina-e-garanhuns/imoveis/casa-no-portal-da-cidade-loteamento-assenco-1443632453
Padre José de Castro,265000.0,Dom Avelar,100.0,3,2,1,venda,OLX,https://pe.olx.com.br/regiao-de-petrolina-e-garanhuns/imoveis/padre-jose-de-castro-1445632533
"Casa à venda no Alphaville com 4 suítes, Gourmet com piscina, PETROLINA - PE",2800000.0,Boa Esperanca,289.0,4,4,,venda,OLX,https://pe.olx.com.br/regiao-de-petrolina-e-garanhuns/imoveis/casa-a-venda-no-alphaville-com-4-suites-gourmet-com-piscina-petrolina-pe-1394154553
Apartamento Edificio Esmeralda,600000.0,Centro,10.0,3,2,,venda,OLX,https://pe.olx.com.br/regiao-de-petrolina-e-garanhuns/imoveis/apartamento-edificio-esmeralda-1444727011
"Casa esquina à venda no Padre Cícero, 3 quartos, Petrolina-PE",320000.0,Dom Avelar,96.0,2,2,,venda,OLX,https://pe.olx.com.br/regiao-de-petrolina-e-garanhuns/imoveis/casa-esquina-a-venda-no-padre-cicero-3-quartos-petrolina-pe-1444440220
"Casa à venda, Padre Cicero, 3 quartos, Área gourmet, Petrolina PE",320000.0,Dom Avelar,76.0,2,2,,venda,OLX,https://pe.olx.com.br/regiao-de-petrolina-e-garanhuns/imoveis/casa-a-venda-padre-cicero-3-quartos-area-gourmet-petrolina-pe-1444439840
"Casa à venda no bairro Ouro Preto, 3 quartos, sendo 1 suíte, Petrolina-PE",230000.0,Ouro Preto,70.0,2,2,,venda,OLX,https://pe.olx.com.br/regiao-de-petrolina-e-garanhuns/imoveis/casa-a-venda-no-bairro-ouro-preto-3-quartos-sendo-1-suite-petrolina-pe-1444439842
Cohab São Franciso,410000.0,Cohab Sao Francisco,200.0,3,2,2,venda,OLX,https://pe.olx.com.br/regiao-de-petrolina-e-garanhuns/imoveis/cohab-sao-franciso-1443822922
"Casa á venda no Bairro Padre José de Castro, 3 quartos, Petrolina-PE",225000.0,Loteamento Recife,70.0,2,2,,venda,OLX,https://pe.olx.com.br/regiao-de-petrolina-e-garanhuns/imoveis/casa-a-venda-no-bairro-padre-jose-de-castro-3-quartos-petrolina-pe-1443413150
"Casa à venda com 3 quartos no Bairro Padre José de Castro, Petrolina-PE",225000.0,Loteamento Recife,68.0,3,1,,venda,OLX,https://pe.olx.com.br/regiao-de-petrolina-e-garanhuns/imoveis/casa-a-venda-com-3-quartos-no-bairro-padre-jose-de-castro-petrolina-pe-1443413000
"Casa à venda no Bairro Pedro Raimundo com 2 quartos, Petrolina-PE",180000.0,Vale Grande Rio,45.0,2,1,,venda,OLX,https://pe.olx.com.br/regiao-de-petrolina-e-garanhuns/imoveis/casa-a-venda-no-bairro-pedro-raimundo-com-2-quartos-petrolina-pe-1443410227
"Casa à venda no Summerville, 4 quartos 03 suítes Jardim, Gourmet, Petrolina-PE",1700000.0,,230.0,3,4,,venda,OLX,https://pe.olx.com.br/regiao-de-petrolina-e-garanhuns/imoveis/casa-a-venda-no-summerville-4-quartos-03-suites-jardim-gourmet-petrolina-pe-1316788621
Caminho do Sol,4100000.0,Caminho Do Sol,1360.0,5,5,2,venda,OLX,https://pe.olx.com.br/regiao-de-petrolina-e-garanhuns/imoveis/caminho-do-sol-1443176603
Casa à venda no Dom Avelar,450000.0,Dom Avelar,200.0,3,2,2,venda,OLX,https://pe.olx.com.br/regiao-de-petrolina-e-garanhuns/imoveis/casa-a-venda-no-dom-avelar-1437718268
Casa no Loteamento Vale Dourado,350000.0,Joao De Deus,200.0,3,2,2,venda,OLX,https://pe.olx.com.br/regiao-de-petrolina-e-garanhuns/imoveis/casa-no-loteamento-vale-dourado-1380066117
Apartamento com ótima localização no Bairro São José....,540000.0,Sao Jose,94.0,3,1,1,venda,OLX,https://pe.olx.com.br/regiao-de-petrolina-e-garanhuns/imoveis/apartamento-com-otima-localizacao-no-bairro-sao-jose-1442822195
Loteamento Boa Vista,300000.0,Jatoba,80.0,3,2,2,venda,OLX,https://pe.olx.com.br/regiao-de-petrolina-e-garanhuns/imoveis/loteamento-boa-vista-1442579867
Dom Avelar,200000.0,Dom Avelar,100.0,3,2,1,venda,OLX,https://pe.olx.com.br/regiao-de-petrolina-e-garanhuns/imoveis/dom-avelar-1442179853
Apartamento à venda no Edifício Mont Everest,2220000.0,Atras Da Banca,192.0,4,5,2,venda,OLX,https://pe.olx.com.br/regiao-de-petrolina-e-garanhuns/imoveis/apartamento-a-venda-no-edificio-mont-everest-1442146486
"""Casa dos seus sonhos em Petrolina""",210000.0,Joao De Deus,63.0,3,1,1,venda,OLX,https://pe.olx.com.br/regiao-de-petrolina-e-garanhuns/imoveis/casa-dos-seus-sonhos-em-petrolina-1441834974
Loteamento Recife,650000.0,Loteamento Recife,161.0,3,3,2,venda,OLX,https://pe.olx.com.br/regiao-de-petrolina-e-garanhuns/imoveis/loteamento-recife-1440974297
Casa à venda no bairro Antônio Cassimiro em Petrolina,500000.0,Antonio Cassimiro,80.0,3,2,2,venda,OLX,https://pe.olx.com.br/regiao-de-petrolina-e-garanhuns/imoveis/casa-a-venda-no-bairro-antonio-cassimiro-em-petrolina-1440405918
Loteamento Vale do Grande Rio,210000.0,Pedro Raimundo,104.0,2,1,2,venda,OLX,https://pe.olx.com.br/regiao-de-petrolina-e-garanhuns/imoveis/loteamento-vale-do-grande-rio-1440038706
Apartamento com três quartos à venda  116m na orla de Petrolina,550000.0,Centro,116.0,3,2,,venda,OLX,https://pe.olx.com.br/regiao-de-petrolina-e-garanhuns/imoveis/apartamento-com-tres-quartos-a-venda-116m-na-orla-de-petrolina-1391464638
Apartamento nascente á venda com 2 quartos prox. a orla de Petrolina - PE ,470000.0,Atras Da Banca,64.0,2,2,1,venda,OLX,https://pe.olx.com.br/regiao-de-petrolina-e-garanhuns/imoveis/apartamento-nascente-a-venda-com-2-quartos-prox-a-orla-de-petrolina-pe-1208965613
Condomínio Sol Nascente Orla,2000000.0,Fernando Idalino,200.0,4,4,2,venda,OLX,https://pe.olx.com.br/regiao-de-petrolina-e-garanhuns/imoveis/condominio-sol-nascente-orla-1437948459
Condomínio Vivendas do Rio,850000.0,Jatoba,10.0,2,2,1,venda,OLX,https://pe.olx.com.br/regiao-de-petrolina-e-garanhuns/imoveis/condominio-vivendas-do-rio-1437942774
Casa no bairro Boa Vista,280000.0,Henrique Leite,70.0,3,2,1,venda,OLX,https://pe.olx.com.br/regiao-de-petrolina-e-garanhuns/imoveis/casa-no-bairro-boa-vista-1437886630
CASA DE ALTO PADRÃO - 03 QUARTOS - CONDOMINIO BUONA VITA,1500000.0,Boa Esperanca,200.0,1,1,1,venda,OLX,https://pe.olx.com.br/regiao-de-petrolina-e-garanhuns/imoveis/casa-de-alto-padrao-03-quartos-condominio-buona-vita-1436017822
Dom Avelar,250000.0,Dom Avelar,10.0,3,2,2,venda,OLX,https://pe.olx.com.br/regiao-de-petrolina-e-garanhuns/imoveis/dom-avelar-1435354153
Loteamento Recife,410000.0,Loteamento Recife,10.0,3,2,2,venda,OLX,https://pe.olx.com.br/regiao-de-petrolina-e-garanhuns/imoveis/loteamento-recife-1435316455
Casa para venda na Cohab São Francisco - Petrolina/PE,270000.0,Cohab Sao Francisco,144.0,3,2,2,venda,OLX,https://pe.olx.com.br/regiao-de-petrolina-e-garanhuns/imoveis/casa-para-venda-na-cohab-sao-francisco-petrolina-pe-1341359247
Condomínio Sol Nascente Orla,1450000.0,Fernando Idalino,140.0,3,3,1,venda,OLX,https://pe.olx.com.br/regiao-de-petrolina-e-garanhuns/imoveis/condominio-sol-nascente-orla-1433843066
Parque Petrolina,240000.0,Topazio,128.0,2,1,2,venda,OLX,https://pe.olx.com.br/regiao-de-petrolina-e-garanhuns/imoveis/parque-petrolina-1433723307
Vila Eduardo,750000.0,Vila Eduardo,133.0,3,4,1,venda,OLX,https://pe.olx.com.br/regiao-de-petrolina-e-garanhuns/imoveis/vila-eduardo-1433723295
"Chácara à venda no Cond. Beira Rio com piscina, parte infantil, Petrolina-PE",530000.0,Serrote Do Urubu,1000.0,1,3,,venda,OLX,https://pe.olx.com.br/regiao-de-petrolina-e-garanhuns/imoveis/chacara-a-venda-no-cond-beira-rio-com-piscina-parte-infantil-petrolina-pe-1433405615
Casa à venda no bairro Caminho do Sol,990000.0,Caminho Do Sol,150.0,3,2,1,venda,OLX,https://pe.olx.com.br/regiao-de-petrolina-e-garanhuns/imoveis/casa-a-venda-no-bairro-caminho-do-sol-1432175633
Santa Bárbara,240000.0,Vila Eulalia,100.0,3,2,1,venda,OLX,https://pe.olx.com.br/regiao-de-petrolina-e-garanhuns/imoveis/santa-barbara-1430935671
Apartamento no condominio Reserva do Coliseu,380000.0,Centro,74.0,3,2,1,venda,OLX,https://pe.olx.com.br/regiao-de-petrolina-e-garanhuns/imoveis/apartamento-no-condominio-reserva-do-coliseu-1430815444
"Casa à venda no Bairro Jatobá com 3 quartos, sendo 1 suíte, Petrolina-PE",270000.0,Henrique Leite,70.0,2,2,,venda,OLX,https://pe.olx.com.br/regiao-de-petrolina-e-garanhuns/imoveis/casa-a-venda-no-bairro-jatoba-com-3-quartos-sendo-1-suite-petrolina-pe-1429946125
Edifício São Francisco,440000.0,Caminho Do Sol,146.0,4,3,2,venda,OLX,https://pe.olx.com.br/regiao-de-petrolina-e-garanhuns/imoveis/edificio-sao-francisco-1429771184
Vale do Grande Rio,210000.0,Pedro Raimundo,68.0,3,1,1,venda,OLX,https://pe.olx.com.br/regiao-de-petrolina-e-garanhuns/imoveis/vale-do-grande-rio-1428176899
Vita Plaza Residence,730000.0,Centro,74.0,3,2,1,venda,OLX,https://pe.olx.com.br/regiao-de-petrolina-e-garanhuns/imoveis/vita-plaza-residence-1428052296
Casa 10x20 no Bairro Padre José de Castro-Petrolina,420000.0,Sao Jose,200.0,3,2,2,venda,OLX,https://pe.olx.com.br/regiao-de-petrolina-e-garanhuns/imoveis/casa-10x20-no-bairro-padre-jose-de-castro-petrolina-1427712108
Casa no Bairro Ipsep,550000.0,Jose E Maria,186.0,4,2,2,venda,OLX,https://pe.olx.com.br/regiao-de-petrolina-e-garanhuns/imoveis/casa-no-bairro-ipsep-1427074100
Casa duplex com 114 m² a venda em Petrolina - Oasis Village,458000.0,Dom Avelar,114.0,3,3,1,venda,OLX,https://pe.olx.com.br/regiao-de-petrolina-e-garanhuns/imoveis/casa-duplex-com-114-m-a-venda-em-petrolina-oasis-village-1426985900
Condomínio Campos do Conde,610000.0,Topazio,168.0,3,3,2,venda,OLX,https://pe.olx.com.br/regiao-de-petrolina-e-garanhuns/imoveis/condominio-campos-do-conde-1425210148
"Casa à venda no bairro Padre Cicero com 3 quartos, planejados, Petrolina",285000.0,Antonio Cassimiro,125.0,2,2,,venda,OLX,https://pe.olx.com.br/regiao-de-petrolina-e-garanhuns/imoveis/casa-a-venda-no-bairro-padre-cicero-com-3-quartos-planejados-petrolina-1425169625
Loteamento Vila Nova,250000.0,Loteamento Recife,10.0,3,2,1,venda,OLX,https://pe.olx.com.br/regiao-de-petrolina-e-garanhuns/imoveis/loteamento-vila-nova-1424872205
Condomínio Prime,1285000.0,Cidade Universitaria,137.0,3,4,2,venda,OLX,https://pe.olx.com.br/regiao-de-petrolina-e-garanhuns/imoveis/condominio-prime-1424249611
"Casa de Alto Padrão à Venda em Petrolina  3 Suítes, Condomínio Fechado e Lazer Completo",1200000.0,Cidade Universitaria,200.0,3,4,2,venda,OLX,https://pe.olx.com.br/regiao-de-petrolina-e-garanhuns/imoveis/casa-de-alto-padrao-a-venda-em-petrolina-3-suites-condominio-fechado-e-lazer-completo-1423777444
